company_inn,company_name,company_ogrn,final_status_label,first_negative_outcome_date,episode_peak_month,peak_stress_score,episode_total_events,episode_total_cases,company_registration_year,region_code,okved_main,authorized_capital
4505016715,"ООО ""ЗСТ""",1164501055400,survived,,2020-08-01,1.0,1.0,1.0,2016.0,45,45.19.39,10000.0
4702019673,"ООО ""КСК ЛАДОГА""",1184704007421,survived,,2023-08-01,1.0,1.0,1.0,2018.0,47,41.20,10000.0
4705047703,"ООО ""ПЕЛЕН""",1094705003920,survived,,2019-12-01,1.0,1.0,1.0,2009.0,47,,
4707036104,"ООО ""ГОРОД""",1144707000206,survived,,2025-09-01,1.0,1.0,1.0,2014.0,47,,
5001095149,"ООО ""ЕВРОСТИЛЬ""",1135001004930,survived,,2023-04-01,1.0,1.0,1.0,2013.0,50,41.20,18000.0
5002004419,"ООО ""УК ЖИЛСЕРВИС""",1165040050449,survived,,2020-05-01,1.0,1.0,1.0,2016.0,50,,
5006274367,"ООО ""БЭСТ ИНЖИНИРИНГ""",1135032012500,survived,,2020-07-01,3.0,3.0,2.0,2013.0,50,46.74.2,10000.0
5009063893,"ЗАО ""ДОМОДЕДОВО МЕТАЛЛ ЦЕНТР""",1085009002825,survived,,2020-08-01,1.0,1.0,1.0,2008.0,50,46.72,100000.0
5011033656,"ООО ""ПРОЕКТ+""",1135011000046,survived,,2020-01-01,1.0,1.0,1.0,2013.0,50,,
5018141570,"ООО ""РНТ КОМПАНИ""",1095018009118,survived,,2020-05-01,1.0,1.0,1.0,2009.0,50,46.75,24412.0
5018193835,"ООО ""СК-ВЕРА""",1185029008560,survived,,2020-06-01,2.0,2.0,1.0,2018.0,50,41.20,100000.0
5020080116,"ООО ""КСД""",1165020050205,survived,,2020-06-01,1.0,2.0,2.0,2016.0,50,23.61,20000.0
5022559916,"ООО ""50 ГЕРЦ""",1105022002854,survived,,2017-02-01,1.0,1.0,1.0,2010.0,50,,
5023001190,"ООО ""БЛОС""",1025004918795,survived,,2022-06-01,1.0,1.0,1.0,1991.0,50,42.21,10000.0
5024125135,"ООО ""РЕКСОН ДИСТРИБУЦИЯ""",1115024009737,survived,,2019-12-01,1.0,1.0,1.0,2011.0,50,46.49,10000.0
5027237077,"ООО ""ТОРГОВЫЙ ДОМ ВЕКТОР""",1165027051001,survived,,2025-10-01,1.0,1.0,1.0,2016.0,50,,
5028029841,"ООО ""ТК НЕРУД""",1135075000015,survived,,2018-08-01,1.0,2.0,2.0,2013.0,50,,
5029141081,"ООО ""ОСТРОВ-КОМПЛЕКТ""",1105029009656,survived,,2025-09-01,3.0,3.0,3.0,2010.0,50,28.25.1,1000000.0
5031061860,"ООО ""УК ПРОГРЕСС""",1055005908803,survived,,2020-01-01,1.0,1.0,1.0,2005.0,50,,
5036146355,"ООО ""ИНПО""",1145074411855,survived,,2020-01-01,2.0,6.0,3.0,2014.0,50,,
5040079140,"ООО""ТРАНСЭКОСЕРВИС""",1075040004819,survived,,2019-09-01,1.0,1.0,1.0,2007.0,50,,
5040085948,"ООО ""ИнжПроектСтрой""",1085040005841,survived,,2018-11-01,1.0,1.0,1.0,2008.0,50,,
5040113240,"ООО ""КОНВЕКС""",1125040000766,survived,,2018-12-01,1.0,1.0,1.0,2012.0,50,,
5045021200,"ООО ""СПЕЦТРАНСАВТО""",1025005925493,survived,,2018-08-01,2.0,2.0,1.0,1997.0,50,45.20,
5047089839,"ООО ""СТАНДАРТ""",1075047014679,survived,,2020-07-01,1.0,1.0,1.0,2007.0,50,70.22,10000.0
5048030098,"ООО ""УК ""ВИШНЕВЫЙ САД""",1135048000053,survived,,2019-10-01,1.0,1.0,1.0,2013.0,50,,
5257067060,"ООО ""Компания ""ВИД""",1045207147490,survived,,2022-09-01,1.0,1.0,1.0,2004.0,52,,
5257169713,"ООО ""СПЕЦГРУПП""",1175275008523,survived,,2019-11-01,1.0,1.0,1.0,2017.0,52,46.73,10000.0
5259079663,"ООО ""ФОРУМ""",1085259008273,survived,,2023-09-01,1.0,1.0,1.0,2008.0,52,45.31.1,10000.0
5260454118,"ООО ""ПТК ""ПРОМЭКОРЕСУРС-НН""",1185275024330,survived,,2019-04-01,2.0,2.0,1.0,2018.0,52,46.90,10000.0
5302014175,"ООО ""СМАРТ-СТРОЙ""",1145331001606,survived,,2018-11-01,1.0,1.0,1.0,2014.0,53,71.20,10000.0
5321094627,"ТСЖ ""СОЮЗ""",1035300301156,survived,,2020-01-01,1.0,1.0,1.0,2003.0,53,68.32.1,
5321185338,"ООО КОЛЛЕКТОРСКОЕ АГЕНТСТВО ""НОВАЯ ВОЛНА""",1165321057197,survived,,2020-03-01,1.0,1.0,1.0,2016.0,53,81.21,12000.0
5401311796,"ООО ""АТЛАНТ""",1085401012950,survived,,2019-11-01,3.0,3.0,2.0,2008.0,54,64.99.11,22000.0
5402038733,"ООО ""СИТИСЕРВИС""",1175476124361,survived,,2019-11-01,2.0,2.0,1.0,2017.0,54,,
5402517180,"ООО ""НЕФТЕГАЗ""",1095402011176,survived,,2017-12-01,1.0,1.0,1.0,2009.0,54,,
5403050300,"ООО ""ГК ШЕБА""",1195476038933,survived,,2025-09-01,1.0,1.0,1.0,2019.0,54,46.13,20000.0
5404434411,"ООО ""СГБ""",1115476038831,survived,,2019-01-01,1.0,1.0,1.0,2011.0,54,,
5405376353,"ООО ""РК ИНВЕСТ""",1085405017598,survived,,2025-10-01,1.0,1.0,1.0,2008.0,54,46.69.1,200000.0
5405988035,"ООО ""БЕРВИТ""",1165476186391,survived,,2025-06-01,1.0,1.0,1.0,2016.0,54,46.90,200000.0
5406384886,"ООО ""ТРАНС ОЙЛ""",1075406005278,survived,,2020-06-01,2.0,2.0,2.0,2007.0,54,,
5406791641,"ООО ""ИНВЕСТАГРОТРЕЙД""",1145476125300,survived,,2025-10-01,1.0,1.0,1.0,2014.0,54,46.75.1,210000.0
5440100982,"СХПК ""МИЛЬТЮШИХИНСКИЙ""",1025405429169,survived,,2025-01-01,3.0,5.0,3.0,1992.0,54,01.62,
5504235850,"ООО ""СТРОЙОПТ""",1125543058926,survived,,2019-04-01,1.0,2.0,2.0,2012.0,55,46.73,20000.0
5607041462,"ООО ""СТРОЙТЕХНОРЕСУРС""",1085658038333,survived,,2020-05-01,1.0,1.0,1.0,2008.0,56,,
5609180687,"ООО ""ПЛИНФА""",1165658059225,survived,,2020-01-01,1.0,1.0,1.0,2016.0,56,,
5609184360,"ООО ""ОМУС""",1175658000616,survived,,2020-09-01,2.0,2.0,1.0,2017.0,56,,
5610078896,"ООО ""АВТОКОНЦЕПТ""",1035605525911,survived,,2025-09-01,1.0,1.0,1.0,2003.0,56,,
5610090621,"ООО ""КОНСЕНТ""",1055610114570,survived,,2019-12-01,1.0,2.0,2.0,2005.0,56,,
5638066562,"ООО ""ЛЮКС-М""",1155658002543,survived,,2020-10-01,2.0,2.0,2.0,2015.0,56,,
5753202132,"ООО ""ЭКОТЕК""",1145749002519,survived,,2025-02-01,1.0,1.0,1.0,2014.0,57,,
5835070945,"ООО ""САН-ЛИКО-ИНВЕСТ""",1075835001351,survived,,2020-07-01,3.0,4.0,3.0,2007.0,58,41.20,10000.0
5835121653,"ООО ""ТКПИН""",1175835000219,survived,,2020-11-01,1.0,1.0,1.0,2017.0,58,46.74,30000.0
5904166030,"ООО ""КОМБИНАТ""",1075904010126,survived,,2019-03-01,1.0,1.0,1.0,2007.0,59,,
5905040898,"ООО ""НИКА""",1165958072587,survived,,2019-07-01,3.0,4.0,3.0,2016.0,59,77.32,10000.0
5906109581,"ООО ""ОЙЛ-СЕРВИС""",1115906005093,survived,,2020-09-01,3.0,5.0,4.0,2011.0,59,,
5906150131,"ООО ""АРАН""",1175958041962,survived,,2023-12-01,1.0,1.0,1.0,2017.0,59,,
5908054338,"ООО ЧОО ""ОМЕГА""",1135908002647,survived,,2019-04-01,1.0,1.0,1.0,2013.0,59,,
5934010841,"МУП ""ВОДОКАНАЛ""",1035901930129,survived,,2019-12-01,1.0,1.0,1.0,2003.0,59,,
6027102145,"ООО ""АВТОФАВОРИТ""",1076027001050,survived,,2020-01-01,2.0,2.0,1.0,2007.0,60,,
6102019481,"ООО ""ЗЕМЛЕСТРОЙ""",1046102004728,survived,,2019-04-01,2.0,4.0,3.0,2004.0,61,,
6102023270,"ООО ""ЮНИПАК РОСТОВ""",1066102028299,survived,,2020-03-01,2.0,2.0,1.0,2006.0,61,18.12,100000000.0
6135005974,"ООО ""ДОНСКОЕ РАЗДОЛЬЕ""",1026101668548,survived,,2019-04-01,2.0,2.0,1.0,2000.0,61,47.30,
6150043131,"ООО ""СЕМЕЧКА""",1046150026559,survived,,2018-05-01,2.0,2.0,1.0,2004.0,61,,
6150057840,"ООО ""ЦНОЭ ""СТАНДАРТ""",1086150003268,survived,,2025-02-01,1.0,1.0,1.0,2008.0,61,46.73,10000.0
6154034586,"ООО ""УО ""ЦЕНТРАЛЬНАЯ""",1126154000720,survived,,2022-11-01,1.0,1.0,1.0,2012.0,61,68.32,10000.0
6154565925,"ООО ""ЮГПРОММЕТИЗ""",1106154001920,survived,,2022-05-01,1.0,1.0,1.0,2010.0,61,25.61,10000.0
6161058517,"ООО ""ВТК-ЮГ""",1106193004433,survived,,2020-10-01,1.0,1.0,1.0,2010.0,61,,
6164105733,"ООО ""МЕДТЕХНИКА №1""",1156196076013,survived,,2018-08-01,1.0,1.0,1.0,2015.0,61,,
6164320804,"ООО ""СОЛЬ ЗЕМЛИ""",1146196005768,survived,,2019-08-01,1.0,1.0,1.0,2014.0,61,,
6165167267,"ООО ""Золотая середина""",1116165001457,survived,,2018-07-01,1.0,1.0,1.0,2011.0,61,,
6165208844,"ООО ""КОМПАНИЯ ОСНОВА""",1176196036060,survived,,2020-10-01,1.0,1.0,1.0,2017.0,61,,
6165214541,"ООО ""СТРОЙ-СТАНДАРТ""",1186196029909,survived,,2020-03-01,1.0,1.0,1.0,2018.0,61,81.21,500000.0
6311114925,"ООО ""МЕДИТЕК""",1096311003238,survived,,2019-10-01,1.0,1.0,1.0,2009.0,63,,
6315631628,"ООО ""МЕДФАРМ""",1106315002144,survived,,2019-05-01,1.0,1.0,1.0,2010.0,63,,
6317088358,"ООО ""СТРОИТЕЛЬ-МЕТАЛЛИСТ ИНВЕСТ""",1116317006024,survived,,2020-07-01,2.0,2.0,1.0,2011.0,63,41.2,40000.0
6367048054,"ООО ""РОЯЛ АГРО""",1056367031654,survived,,2020-10-01,1.0,1.0,1.0,2005.0,63,,
6449019985,ЖСК - 12,1036404901610,survived,,2023-01-01,1.0,1.0,1.0,2003.0,64,,
6449083444,"ООО ""ВОЛГА""",1166451067166,survived,,2020-10-01,1.0,1.0,1.0,2016.0,64,,
6452136625,"ООО ""ТД СМЗ""",1196451001790,survived,,2023-02-01,1.0,1.0,1.0,2019.0,64,,
6452925669,"ООО ""СЕРВИС СТАНДАРТ""",1066450129591,survived,,2020-06-01,2.0,2.0,2.0,2006.0,64,,
6453081440,"ТСЖ ""СОЮЗ""",1056405314261,survived,,2021-10-01,1.0,1.0,1.0,2005.0,64,,
6453106126,"ООО ""ВЕСТА М""",1096453005076,survived,,2023-05-01,1.0,1.0,1.0,2009.0,64,,
6454121430,"ООО ""ОКАГАЗ""",1126454001992,survived,,2020-07-01,1.0,1.0,1.0,2012.0,64,,
6501001221,"ООО ФИРМА ""ДАМЕНС""",1026500526436,survived,,2020-05-01,1.0,1.0,1.0,1998.0,65,49.41.2,
6649003478,"ООО ""ПТО СМК""",1026601072849,survived,,2019-12-01,2.0,3.0,2.0,2002.0,66,46.69.3,50000.0
6658395790,"ООО ""ИННОВАЦИИ""",1116658021897,survived,,2019-07-01,1.0,1.0,1.0,2011.0,66,85.42.9,10000.0
6659180518,"ООО ""Вторметалл""",1086659015959,survived,,2019-03-01,1.0,1.0,1.0,2008.0,66,,
6659217736,"ООО ""МИРАЖ""",1116659004021,survived,,2020-09-01,1.0,1.0,1.0,2011.0,66,46.90,12500.0
6671020334,"ООО ""УТК""",1156658059766,survived,,2019-05-01,1.0,1.0,1.0,2015.0,66,49.4,10000.0
6671060150,"ООО ""СК ФОРТ""",1169658123975,survived,,2019-02-01,1.0,1.0,1.0,2016.0,66,,
6671085500,"ООО ""ШОКОЛАДНЫЕ МАНУФАКТУРЫ КОРНИЛОВА & КО""",1186658031856,survived,,2019-09-01,1.0,2.0,2.0,2018.0,66,46.36.2,10000.0
6671447454,"ООО ""ТРАНСПОРТНАЯ КОМПАНИЯ ""ВИЛС""",1146671006228,survived,,2020-08-01,2.0,2.0,1.0,2014.0,66,52.29,10000.0
6673181859,"ООО ПК ""ЭЛЕМЕНТ""",1086673005088,survived,,2021-04-01,1.0,1.0,1.0,2008.0,66,,
6678031800,"ООО ""ПМК ИНЖИНИРИНГ""",1136678010842,survived,,2019-11-01,1.0,1.0,1.0,2013.0,66,,
6685043846,"ООО ""НПО ""РТС""",1136685025487,survived,,2019-11-01,2.0,3.0,2.0,2013.0,66,,
6685127969,"ООО ""ТЭК""",1176658019988,survived,,2019-10-01,2.0,3.0,2.0,2017.0,66,69.10,10000.0
6686083792,"ООО ""РЕСУРССПЕЦСТРОЙ""",1169658092746,survived,,2020-01-01,1.0,2.0,2.0,2016.0,66,,
6829031883,"ОАО ""ТГК""",1076829003569,survived,,2018-08-01,1.0,1.0,1.0,2007.0,68,09.10.4,100000.0
6829046551,"АО ""КОРПОРАЦИЯ РАЗВИТИЯ ТАМБОВСКОЙ ОБЛАСТИ""",1086829006351,survived,,2025-06-01,1.0,1.0,1.0,2008.0,68,68.20.29,368514800.0
6915004675,"ООО ""ТЦ БЕРКУТ""",1026901915523,survived,,2020-08-01,2.0,4.0,3.0,2001.0,69,60.10,21850.0
6950166380,"ООО ""РЕГИОНТРАНС""",1136952007686,survived,,2020-05-01,2.0,2.0,1.0,2013.0,69,,
7017006170,"ООО ""ЦЕНТР ЭКОНОМИЧЕСКИХ ЭКСПЕРТИЗ""",1027000906536,survived,,2018-04-01,2.0,2.0,1.0,1999.0,70,68.20.2,10000.0
7017345790,"ООО ""БАКЧАР-НЕФТЬ""",1147017001009,survived,,2025-08-01,1.0,1.0,1.0,2014.0,70,71.12.3,10000.0
7017361255,"ООО ""РЕСУРС ПОСТАВКА""",1147017018279,survived,,2018-10-01,2.0,2.0,1.0,2014.0,70,43.29,10000.0
7017385626,"ООО ""АГРОКАПИТАЛ""",1157017016947,survived,,2024-10-01,1.0,1.0,1.0,2015.0,70,01.13,10000.0
7106023579,"ООО ""УК-АЛЬЯНС""",1157154011046,survived,,2020-02-01,2.0,3.0,2.0,2015.0,71,,
7202180623,"ООО ""ВОСТОЧНЫЙ МОСТ""",1087232002329,survived,,2025-02-01,1.0,1.0,1.0,2008.0,72,,
7203206465,"ООО ""БЕРДЮЖСКОЕ АТП""",1077203061055,survived,,2020-06-01,1.0,2.0,2.0,2007.0,72,,
7203350652,"ООО ""АССТРОЙ72""",1157232027061,survived,,2020-09-01,1.0,1.0,1.0,2015.0,72,41.20,10000.0
7203352956,"ООО""СПГ""",1157232029833,survived,,2025-09-01,1.0,1.0,1.0,2015.0,72,43.99,15000.0
7203415691,"ООО ""АЛЬФАКОМТРАНС",1177232010185,survived,,2019-04-01,2.0,3.0,2.0,2017.0,72,49.41,10000.0
7204116609,"ООО ""ЭНЕРГИЯ-М""",1077203055599,survived,,2022-11-01,1.0,1.0,1.0,2007.0,72,41.20,10000.0
7224051607,"ООО ""ТЭСС""",1137232056565,survived,,2019-06-01,1.0,1.0,1.0,2013.0,72,,
7224070695,"ООО ""СТРОЙТЕХ""",1167232085240,survived,,2019-05-01,1.0,1.0,1.0,2016.0,72,,
7325142314,"ООО ""УЮТНЫЙ ДОМ""",1167325051574,survived,,2020-12-01,1.0,1.0,1.0,2016.0,73,47.43,40000.0
7325146460,"ООО ТК ""МЕРКУРИЙ""",1167325063400,survived,,2023-12-01,1.0,1.0,1.0,2016.0,73,,
7327075818,"ООО ""ФЕНИКС""",1157327004317,survived,,2018-05-01,1.0,2.0,2.0,2015.0,73,,
7404067660,"АО ""ЗЛАТХЛЕБ""",1167456103605,survived,,2025-06-01,1.0,1.0,1.0,2016.0,74,10.71,10000.0
7447251310,"ООО ""ЧМК""",1157447004340,survived,,2024-03-01,1.0,1.0,1.0,2015.0,74,25.11,10000.0
7448162208,"ООО КА ""ЭКСПЕРТ""",1137448008774,survived,,2025-08-01,1.0,2.0,2.0,2013.0,74,70.22,10000.0
7448170262,"ООО ""МК-ФИНАНС""",1147448004000,survived,,2020-05-01,2.0,2.0,1.0,2014.0,74,,
7451395682,"ООО ""ЧМК СТАЛЬ""",1157451011563,survived,,2019-03-01,1.0,1.0,1.0,2015.0,74,46.72,10000.0
7451436410,"ООО ""ВЕРНЫЙ""",1187456037670,survived,,2020-07-01,2.0,2.0,2.0,2018.0,74,47.25.1,200000.0
7453229232,"ООО ""ГП ""КОМПАНЬОН""",1117453002919,survived,,2020-01-01,2.0,2.0,1.0,2011.0,74,85.42,10000.0
7453240236,"ООО ""ГАРАНТИЯ ДВИЖЕНИЯ""",1127453002203,survived,,2019-02-01,2.0,2.0,1.0,2012.0,74,72.1,10000.0
7453263427,"ООО ""ЦЛО""",1137453013213,survived,,2022-10-01,1.0,1.0,1.0,2013.0,74,46.90,10000.0
7536146131,"ООО ""ПГС""",1147536006331,survived,,2025-08-01,1.0,2.0,2.0,2014.0,75,41.20,388500.0
7604081365,"ЖСК ""МОЙ ДОМ""",1057600725555,survived,,2023-02-01,1.0,1.0,1.0,2005.0,76,,
7604203422,"ООО ""АЛЬКОР""",1117604005815,survived,,2023-08-01,1.0,1.0,1.0,2011.0,76,68.20.2,40000.0
7701099255,"ООО ""КАРБОН-СТРОЙ""",1157746319191,survived,,2020-01-01,1.0,1.0,1.0,2015.0,77,,
7702200042,"ООО ""КОМПАНИЯ ""РУССКОЕ ДЕЛО""",1037700033183,survived,,2020-06-01,1.0,2.0,2.0,1997.0,77,56.10.1,8400.0
7702575933,"ООО ""КРАФТ ЛАЙН""",1057748110420,survived,,2022-11-01,1.0,1.0,1.0,2005.0,77,,
7702763976,"ООО ""НОРД""",1117746450227,survived,,2020-06-01,2.0,2.0,1.0,2011.0,77,41.10,10000.0
7703439404,"ООО ""ПНГК""",5177746344012,survived,,2020-02-01,1.0,1.0,1.0,2017.0,77,,
7703616300,"ООО ""ТЕНТ-СЕРВИС""",1067759990891,survived,,2018-12-01,1.0,1.0,1.0,2006.0,77,,
7704047230,"ООО ""АЛЕКСАН""",1027700157330,survived,,2020-05-01,1.0,1.0,1.0,2002.0,77,,
7704306887,"ООО ""АЛЬФА ТРЕЙДИНГ""",1157746145820,survived,,2025-08-01,1.0,1.0,1.0,2015.0,77,,
7704475243,"ООО ""ИНТЕГРАЛ""",1197746080146,survived,,2020-07-01,1.0,2.0,2.0,2019.0,77,41.20,10000.0
7705535061,"ООО ""СПК ЦЕНТР""",1137746211525,survived,,2019-07-01,1.0,1.0,1.0,2013.0,77,,
7706236459,"ООО ""ИНВЕСТСТРОЙ-ХХ1 ВЕК""",1027739113005,survived,,2018-08-01,2.0,2.0,2.0,2001.0,77,41.20,10000.0
7706288270,"ООО ""АВАНГАРДЪ-МОДУЛЬ""",1037706002400,survived,,2020-01-01,1.0,1.0,1.0,2003.0,77,64.19,75000.0
7706743410,"ООО ""АРМСТРОЙ-РЕГИОН""",1107746745150,survived,,2020-07-01,2.0,2.0,1.0,2010.0,77,42.11,540000.0
7708326429,"ООО ""МАТЮШКИНСКИЙ УЧАСТОК""",1177746966220,survived,,2020-07-01,2.0,2.0,1.0,2017.0,77,06.10.1,10000.0
7708329405,"ООО ""ДОМИР""",5177746254142,survived,,2025-09-01,1.0,1.0,1.0,2017.0,77,,
7708654821,"ООО ""ТЕРРАМЕТ""",1077762702270,survived,,2020-06-01,1.0,1.0,1.0,2007.0,77,,
7708797467,"ООО ""РЕГИОНСТРОЙ 22""",1137746868599,survived,,2020-04-01,1.0,1.0,1.0,2013.0,77,41.20,21000.0
7709376976,"ООО ""ВИКТОРИЯ ЛАЙН""",1027700327808,survived,,2024-09-01,1.0,1.0,1.0,2002.0,77,,
7709508654,"АО КОМПАНИЯ ""АЛЬКОР""",1037739897029,survived,,2020-01-01,2.0,2.0,1.0,2003.0,77,64.99,10000.0
7709808432,"ООО ""ГЛАВСТРОЙСНАБ""",5087746371400,survived,,2020-07-01,1.0,1.0,1.0,2008.0,77,,
7709949240,"ООО ""НЕКСИС""",1147746263147,survived,,2018-01-01,1.0,2.0,2.0,2014.0,77,,
7709989612,"ООО ""КЛЮЧ ЭВОЛЮЦИЯ""",1177746164683,survived,,2020-07-01,1.0,1.0,1.0,2017.0,77,68.20,20000.0
7710611374,"ООО ""ФИНАНСОВЫЕ ИННОВАЦИИ""",1057749478291,survived,,2020-02-01,1.0,1.0,1.0,2005.0,77,,
7710706139,"ООО ""ЛАЗУРНЫЙ БЕРЕГ""",1087746179036,survived,,2020-02-01,1.0,1.0,1.0,2008.0,77,41.20,125000.0
7714324740,"БЛАГОТВОРИТЕЛЬНЫЙ ФОНД ""ПУТЬ ДОМОЙ""",1147700000249,survived,,2024-04-01,1.0,1.0,1.0,2014.0,77,,
7714513642,"ООО ""ИНОВА""",1037739875007,survived,,2020-08-01,1.0,1.0,1.0,2003.0,77,,
7714913464,"ООО СК ""ТИТАН""",1137746756179,survived,,2023-03-01,1.0,1.0,1.0,2013.0,77,,
7715408665,"ООО ""ФОРТИССИМО ФИНАНС""",1157746073517,survived,,2025-07-01,1.0,1.0,1.0,2015.0,77,68.20,15000.0
7716745310,"ООО ""НД-СТРОЙ""",1137746412924,survived,,2023-09-01,1.0,1.0,1.0,2013.0,77,,
7716860095,"ООО ""ФРЕШ ФУДС""",1177746550156,survived,,2019-10-01,1.0,1.0,1.0,2017.0,77,,
7717501910,"ООО ""КОННЭКТ""",1037789049980,survived,,2023-10-01,1.0,1.0,1.0,2003.0,77,,
7717714971,"ООО  ""АС СЕРВИС""",5117746021927,survived,,2020-06-01,2.0,2.0,1.0,2011.0,77,,
7719247730,"ООО ""ФИРМА КУДЕСНИЦА""",1037700113043,survived,,2020-07-01,1.0,1.0,1.0,2003.0,77,,
7719602818,"ООО УК ""ПРОМЕТЕЙ""",5067746422563,survived,,2020-06-01,2.0,2.0,1.0,2006.0,77,,
7720372887,"ООО ""НЕФТЕПРОДУКТТРЕЙД""",1177746223841,survived,,2023-07-01,1.0,1.0,1.0,2017.0,77,,
7721295730,"ООО ""Колакс""",1157746329542,survived,,2020-02-01,1.0,1.0,1.0,2015.0,77,,
7721338078,"ООО ""РМФ-АСТ""",1157746724002,survived,,2019-09-01,1.0,1.0,1.0,2015.0,77,70.22,120000000.0
7721377221,"ООО ""ГЛАВДОСТАВКА-МСП""",5157746055198,survived,,2020-07-01,1.0,1.0,1.0,2015.0,77,52.29,10000.0
7722837094,"ООО ""ИБФ""",1147746235010,survived,,2020-08-01,1.0,1.0,1.0,2014.0,77,46.46,10000.0
7723865009,"ООО ""ФЕРРУМСТАР""",1137746192528,survived,,2019-11-01,1.0,1.0,1.0,2013.0,77,,
7724105272,"ООО ""РЕЛЕНА 2000""",1027700225970,survived,,2025-08-01,1.0,2.0,2.0,1992.0,77,68.32,10000.0
7724555497,"ООО ""АТУРН""",1057748337591,survived,,2019-05-01,2.0,2.0,1.0,2005.0,77,46.4,1651000.0
7725226745,"ООО ""НОВАВТО""",1037725017550,survived,,2020-01-01,4.0,8.0,6.0,2003.0,77,,
7725320794,"ООО ""ПРОМТЕХ ГРУПП""",1167746577162,survived,,2019-09-01,1.0,1.0,1.0,2016.0,77,16.10.1,10000.0
7726345640,"ООО ""ГК ТРАНСМЕХАНИЗАЦИЯ""",1157746623000,survived,,2020-01-01,1.0,2.0,2.0,2015.0,77,,
7727243930,"ООО ""ПДТРЦ ""КЭЛЛИ""",1037727015061,survived,,2024-02-01,1.0,1.0,1.0,2003.0,77,47.77.1,20000.0
7727844070,"ООО СК ""ОЛИМП""",5147746127436,survived,,2019-11-01,1.0,1.0,1.0,2014.0,77,41.20,25000.0
7728646191,"ООО ""ИНКОМТРАСТ""",1087746089914,survived,,2025-06-01,1.0,1.0,1.0,2008.0,77,68.32,10000.0
7728693770,"ООО ""ВЕРТИКАЛЬ ГРУПП""",1097746095556,survived,,2018-08-01,1.0,1.0,1.0,2009.0,77,,
7728743413,"ООО ТД ""ПРОМСТАЛЬ""",1107746599267,survived,,2024-06-01,1.0,1.0,1.0,2010.0,77,,
7730707846,"ООО ""ОПТИМА ПРОПЕРТИ МЕНЕДЖМЕНТ""",1147746634640,survived,,2023-06-01,1.0,1.0,1.0,2014.0,77,81.22,138510000.0
7731331339,"ООО ""ЭНЕРГО-ТРАНС""",5167746196602,survived,,2018-09-01,1.0,1.0,1.0,2016.0,77,46.69.5,33000.0
7731460221,"ООО ""БОТТЕГА""",5137746119055,survived,,2019-08-01,2.0,2.0,2.0,2013.0,77,,
7733159323,"ООО ""БОГЕМА""",1037733010149,survived,,2020-09-01,1.0,1.0,1.0,2003.0,77,47.79.1,10000.0
7735160564,"ООО ""АТЕЛЬЕ МЕБЕЛИ""",1177746184725,survived,,2023-12-01,1.0,1.0,1.0,2017.0,77,,
7736643349,"ООО ""ОРГАНИЗАТОР""",1127746377791,survived,,2020-06-01,1.3333333333333333,4.0,4.0,2012.0,77,,
7743942050,"ООО ""СК-ЭВЕРЕСТ""",5147746192149,survived,,2020-06-01,5.0,14.0,11.0,2014.0,77,41.20,10000.0
7743944040,"ООО ""НЕФТЕГАЗОВЫЕ ТЕХНОЛОГИИ""",5147746255003,survived,,2019-08-01,1.0,1.0,1.0,2014.0,77,20.13,25000.0
7751116065,"ООО ""ЛИФТЕК""",5177746199890,survived,,2020-07-01,2.0,2.0,2.0,2017.0,77,,
7801332480,"ООО ""ТС""",1177847177331,survived,,2020-08-01,1.0,1.0,1.0,2017.0,78,,
7801490455,"ООО ""РОССТРОЙМОНТАЖ""",1097847049937,survived,,2020-07-01,0.8,4.0,4.0,2009.0,78,,
7802301598,"ООО ""СМАРТЕХ""",1047855025503,survived,,2023-07-01,1.0,1.0,1.0,2004.0,78,,
7804478640,"ООО ""ФРИДРИХ""",1127847078787,survived,,2020-06-01,1.0,1.0,1.0,2012.0,78,56.10,10000.0
7805477180,"ООО ""ИЛИМ""",1089848036673,survived,,2023-05-01,1.0,1.0,1.0,2008.0,78,,
7805736639,"ООО ""ВОЛНА""",1187847338931,survived,,2023-11-01,1.0,1.0,1.0,2018.0,78,41.20,10000.0
7806208448,"ООО ""БЕЛЫЙ ОСТРОВ""",1157847392482,survived,,2018-08-01,1.0,1.0,1.0,2015.0,78,,
7806336129,"ООО ""СТРОЙ ЭКСПЕРТ""",1069847134610,survived,,2025-06-01,1.0,1.0,1.0,2006.0,78,43.12,10000.0
7806468380,"ООО ""РЖЕВКА""",1117847608196,survived,,2020-07-01,1.0,1.0,1.0,2011.0,78,,
7810426382,"ООО ""МЕТА ГРУПП""",1167847086440,survived,,2020-08-01,1.0,1.0,1.0,2016.0,78,,
7811383639,"АО ""РАОПРОЕКТ""",1077847575794,survived,,2024-10-01,1.0,1.0,1.0,2007.0,78,71.11.1,1210000.0
7811460379,"ООО ""АГРОТЕХНОЛОДЖИ""",1107847096895,survived,,2025-07-01,1.0,1.0,1.0,2010.0,78,,
7811665094,"ООО ""ОПТТОРГ СПБ""",1177847321244,survived,,2025-09-01,1.0,1.0,1.0,2017.0,78,,
7813264676,"ООО ""АДАМЕДИКА""",1167847435172,survived,,2020-08-01,1.0,1.0,1.0,2016.0,78,46.46.1,10000.0
7813267469,"ООО ""А1-ГРУПП""",1167847477049,survived,,2020-06-01,1.0,1.0,1.0,2016.0,78,,
